# L_sun/pc2,   sigma['']  qObs
116527, 0.113, 0.98 
80555, 0.261, 0.98 
41578, 0.615, 0.98 
28540, 1.695, 0.98 
9469, 3.900, 0.98 
3880, 6.603, 0.98 
557, 16.263, 0.98 
265, 52.361, 0.98 
